"ID","time_car","cost_car","time_bus","cost_bus","access_bus","time_air","cost_air","access_air","service_air","time_rail","cost_rail","access_rail","service_rail","choice"
789,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
790,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
791,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","air"
792,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
793,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","rail"
794,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","air"
795,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","bus"
796,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","rail"
797,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
798,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","car"
799,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
800,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","car"
801,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","car"
802,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","car"
803,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
804,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
805,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
806,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","car"
807,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
808,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","rail"
809,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
810,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","car"
811,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","air"
812,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","rail"
813,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","air"
814,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","rail"
815,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","rail"
816,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
817,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","air"
818,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
819,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
820,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","rail"
821,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
822,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
823,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
824,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","rail"
825,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","car"
826,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","car"
827,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
828,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","rail"
829,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
830,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
831,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
832,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","rail"
833,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","air"
834,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
835,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","bus"
836,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
837,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
838,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","air"
839,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
840,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","bus"
841,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","bus"
842,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","car"
843,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","car"
844,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","rail"
845,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","rail"
846,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
847,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","air"
848,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","car"
849,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","car"
850,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","car"
851,345,35,345,35,25,70,50,55,"food",170,45,5,"wifi","rail"
852,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","air"
853,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
854,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
855,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
856,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","air"
857,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","air"
858,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","car"
859,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
860,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","rail"
861,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
862,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","car"
863,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
864,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
865,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","air"
866,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","rail"
867,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","air"
868,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","rail"
869,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
870,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","car"
871,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
872,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
873,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
874,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","air"
875,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","bus"
876,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
877,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","bus"
878,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","bus"
879,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
880,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","bus"
881,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","car"
882,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
883,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","car"
884,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
885,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","car"
886,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","rail"
887,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
888,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","car"
889,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","car"
890,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
891,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","rail"
892,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","air"
893,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","rail"
894,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","car"
895,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
896,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
897,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
898,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","air"
899,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","air"
900,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","air"
901,390,30,420,15,5,60,110,40,"wifi",140,65,25,"no-frills","air"
902,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
903,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
904,300,50,390,15,10,60,50,55,"food",140,65,5,"no-frills","air"
905,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
906,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","rail"
907,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","rail"
908,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","air"
909,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
910,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","air"
911,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","rail"
912,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","bus"
913,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","bus"
914,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","rail"
915,275,40,360,30,20,50,80,50,"no-frills",155,55,5,"food","rail"
916,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","car"
917,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
918,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","air"
919,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
920,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","air"
921,275,50,330,25,25,70,80,50,"no-frills",120,55,5,"food","rail"
922,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","rail"
923,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","rail"
924,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","rail"
925,390,35,390,35,20,90,50,35,"no-frills",130,75,25,"wifi","air"
926,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","rail"
927,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
928,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","rail"
929,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","rail"
930,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
931,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","rail"
932,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","air"
933,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
934,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
935,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","car"
936,345,30,360,25,25,60,110,50,"food",140,75,5,"wifi","rail"
937,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
938,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","air"
939,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","car"
940,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","rail"
941,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
942,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","rail"
943,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","car"
944,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
945,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
946,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
947,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
948,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","bus"
949,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","air"
950,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","car"
951,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","car"
952,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
953,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
954,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","air"
955,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","rail"
956,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
957,275,45,420,20,15,80,80,40,"wifi",130,35,15,"food","rail"
958,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","rail"
959,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","rail"
960,250,35,420,20,15,80,80,45,"no-frills",155,55,20,"wifi","car"
961,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
962,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
963,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","rail"
964,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","air"
965,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","rail"
966,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","air"
967,275,50,330,35,20,80,65,55,"food",120,45,5,"no-frills","rail"
968,275,45,330,15,5,70,110,40,"wifi",170,55,25,"food","rail"
969,275,45,390,15,25,70,80,55,"no-frills",155,35,5,"no-frills","rail"
970,300,45,300,15,10,60,110,40,"wifi",155,65,20,"no-frills","car"
971,390,35,390,35,10,60,95,45,"wifi",155,65,15,"food","air"
972,250,50,360,25,15,60,110,45,"food",120,65,20,"wifi","rail"
973,250,45,390,20,25,90,50,35,"wifi",170,35,15,"food","air"
974,275,40,360,30,10,70,65,50,"wifi",170,35,15,"food","car"
975,275,30,390,25,15,90,65,40,"no-frills",155,65,25,"wifi","car"
976,390,30,390,25,25,90,65,35,"food",120,65,15,"no-frills","car"
977,390,35,420,15,25,60,110,35,"wifi",130,55,15,"no-frills","rail"
978,300,45,390,25,10,50,50,55,"wifi",170,45,5,"no-frills","rail"
979,345,30,345,35,5,50,110,45,"wifi",140,65,15,"no-frills","car"
980,250,40,300,30,15,80,80,40,"no-frills",140,75,20,"wifi","car"
981,390,30,390,15,10,70,95,45,"wifi",130,75,15,"food","car"
982,345,45,345,35,25,60,95,50,"food",120,45,5,"no-frills","rail"
983,250,45,390,20,20,90,50,50,"no-frills",120,75,5,"wifi","car"
984,300,45,420,15,10,50,110,45,"wifi",130,75,15,"food","car"
985,390,30,420,15,20,90,65,35,"food",130,65,20,"no-frills","air"
986,250,45,390,15,10,80,65,50,"food",155,45,20,"no-frills","air"
987,250,45,330,30,10,80,50,45,"no-frills",155,65,15,"food","car"
988,275,50,420,20,15,50,80,50,"no-frills",155,35,10,"food","rail"
989,345,50,360,30,20,50,80,55,"wifi",155,45,5,"food","air"
990,390,35,390,35,25,50,95,35,"no-frills",120,75,15,"wifi","rail"
991,300,30,390,15,5,80,95,45,"food",155,45,25,"no-frills","car"
992,300,35,330,30,15,90,65,35,"food",155,45,20,"no-frills","car"
993,250,50,360,30,25,90,65,35,"food",120,55,25,"wifi","rail"
994,390,35,390,35,20,70,95,45,"no-frills",120,55,10,"no-frills","rail"
995,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
996,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","rail"
997,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","air"
998,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","car"
999,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","car"
1000,275,45,300,30,25,50,95,45,"food",170,35,10,"wifi","rail"
1001,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","car"
1002,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","car"
1003,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","rail"
1004,345,35,360,30,5,70,110,40,"no-frills",140,45,25,"food","rail"
1005,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
1006,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","air"
1007,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","rail"
1008,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","air"
1009,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","air"
1010,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
1011,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","air"
1012,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","air"
1013,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
1014,345,40,345,35,10,90,65,40,"food",130,35,20,"no-frills","rail"
1015,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","rail"
1016,345,45,345,30,25,80,110,40,"food",120,45,5,"no-frills","rail"
1017,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","air"
1018,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","air"
1019,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","car"
1020,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","car"
1021,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
1022,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","rail"
1023,250,45,300,25,5,70,80,35,"food",170,35,25,"wifi","rail"
1024,390,40,390,25,5,60,110,50,"wifi",130,75,15,"no-frills","rail"
1025,390,40,390,20,5,60,110,45,"no-frills",120,75,20,"food","car"
1026,300,40,360,25,15,80,50,55,"wifi",170,35,5,"food","air"
1027,345,30,345,35,15,70,95,40,"no-frills",155,55,20,"food","car"
1028,275,40,300,30,5,70,65,45,"no-frills",170,35,25,"food","car"
1029,345,35,345,35,20,90,50,35,"wifi",130,65,20,"food","air"
1030,300,50,330,30,15,50,65,55,"food",130,75,5,"wifi","rail"
1031,250,30,360,30,25,60,95,45,"no-frills",170,55,20,"food","car"
1032,345,35,390,25,25,50,50,55,"food",170,45,5,"wifi","car"
1033,275,50,330,30,20,80,65,35,"wifi",155,55,20,"no-frills","rail"
1034,300,45,330,30,10,60,80,55,"no-frills",140,45,10,"food","rail"
1035,250,50,330,30,25,60,110,45,"food",120,75,10,"wifi","car"
1036,300,35,420,20,15,90,65,35,"food",170,35,25,"wifi","car"
1037,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","car"
1038,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
1039,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","rail"
1040,275,35,390,15,5,70,95,35,"wifi",140,65,20,"food","car"
1041,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","car"
1042,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
1043,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","air"
1044,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","rail"
1045,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","car"
1046,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","car"
1047,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","rail"
1048,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","car"
1049,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","car"
1050,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","rail"
1051,250,50,330,30,15,80,50,55,"wifi",130,55,10,"no-frills","air"
1052,275,50,360,25,10,70,65,50,"no-frills",120,65,10,"wifi","car"
1053,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","car"
1054,390,30,390,30,10,80,80,35,"no-frills",130,65,25,"food","rail"
1055,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","car"
1056,275,30,420,20,20,80,95,35,"food",170,35,25,"wifi","rail"
1057,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","car"
1058,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
1059,250,40,420,15,10,50,95,40,"no-frills",155,75,25,"wifi","air"
1060,345,35,390,15,10,90,65,50,"food",155,35,10,"no-frills","car"
1061,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
1062,250,45,420,15,20,90,50,35,"food",140,65,25,"wifi","car"
1063,250,40,390,20,15,90,65,35,"food",170,35,25,"wifi","rail"
1064,300,40,300,30,5,50,65,50,"no-frills",170,65,25,"wifi","air"
1065,300,30,300,35,10,80,110,40,"food",170,55,25,"wifi","car"
1066,345,45,345,25,10,90,50,55,"wifi",130,35,5,"food","rail"
1067,390,35,390,35,5,50,80,55,"wifi",155,55,15,"no-frills","car"
1068,300,45,330,35,20,80,95,45,"no-frills",120,55,5,"food","rail"
1069,345,30,420,15,15,60,65,55,"no-frills",170,45,10,"wifi","car"
1070,345,30,420,20,15,80,80,50,"no-frills",120,75,10,"wifi","car"
1071,250,50,360,20,5,80,80,40,"food",120,45,20,"wifi","car"
1072,275,35,360,30,15,90,80,35,"wifi",170,35,20,"food","car"
1073,275,50,420,25,20,70,95,50,"no-frills",120,45,15,"food","rail"
1074,275,50,360,30,15,80,95,35,"no-frills",120,45,20,"wifi","rail"
1075,300,45,300,30,10,80,50,55,"wifi",170,35,5,"food","air"
1076,275,50,360,15,20,50,110,45,"wifi",130,65,15,"food","rail"
1077,250,50,420,20,20,60,65,50,"no-frills",130,65,10,"wifi","car"
1078,390,35,420,20,5,60,50,55,"food",140,55,5,"no-frills","air"
1079,390,40,390,30,10,50,50,55,"food",170,35,5,"wifi","rail"
1080,390,30,420,20,15,50,80,55,"wifi",140,55,5,"no-frills","air"
1081,250,50,420,15,25,90,65,45,"no-frills",120,75,5,"food","car"
1082,300,30,390,20,5,70,110,40,"no-frills",155,75,25,"wifi","bus"
1083,250,40,330,35,10,90,80,40,"no-frills",170,35,25,"wifi","car"
1084,275,30,420,20,25,90,80,35,"wifi",130,75,25,"wifi","rail"
1085,275,50,300,35,5,60,110,40,"wifi",120,75,15,"food","rail"
1086,250,45,330,20,10,70,80,45,"no-frills",170,45,20,"wifi","rail"
1087,390,35,420,15,10,50,95,55,"food",140,55,10,"no-frills","car"
1088,345,45,390,25,25,80,65,55,"food",120,35,5,"no-frills","rail"
1089,250,50,390,20,15,60,80,55,"no-frills",130,75,15,"food","car"
1090,390,30,390,35,5,70,110,35,"wifi",170,35,25,"food","car"
1091,275,45,330,30,15,90,65,45,"no-frills",140,65,15,"wifi","rail"
1092,300,45,420,25,15,80,50,50,"no-frills",140,55,10,"food","rail"
1093,300,40,330,25,15,70,80,35,"food",170,35,25,"wifi","rail"
1094,345,40,345,30,15,90,50,35,"wifi",130,55,20,"food","air"
1095,390,35,390,35,5,70,95,45,"food",140,45,20,"no-frills","rail"
1096,345,35,390,20,25,80,50,55,"food",130,65,5,"wifi","air"
1097,275,40,360,25,25,80,80,40,"wifi",140,55,20,"no-frills","car"
1098,250,50,420,20,20,60,110,35,"food",140,55,25,"no-frills","car"
1099,390,30,420,20,20,50,65,55,"no-frills",130,75,10,"wifi","car"
1100,300,35,300,30,20,80,95,35,"food",140,45,20,"wifi","car"
1101,390,30,390,20,10,50,65,50,"wifi",130,75,10,"no-frills","air"
1102,390,35,390,15,5,50,110,50,"food",140,75,20,"no-frills","car"
1103,275,50,360,15,5,80,110,35,"wifi",155,35,20,"no-frills","car"
1104,300,40,390,20,20,50,65,55,"wifi",170,45,5,"no-frills","air"
1105,345,45,345,25,20,70,110,35,"food",130,45,10,"no-frills","car"
1106,275,50,420,15,5,50,50,55,"no-frills",120,75,5,"food","car"
1107,250,45,360,20,10,90,50,40,"wifi",140,65,20,"food","car"
1108,345,35,360,30,25,60,50,55,"wifi",140,55,5,"food","air"
1109,275,45,360,25,20,90,65,35,"wifi",130,55,20,"food","air"
1110,300,40,420,15,10,90,50,35,"no-frills",140,55,25,"food","rail"
1111,250,45,300,35,20,70,65,50,"no-frills",120,75,10,"wifi","car"
1112,390,30,390,25,5,90,50,50,"food",140,55,15,"no-frills","air"
1113,345,35,345,35,10,60,95,40,"food",130,75,15,"wifi","car"
1114,345,30,420,15,20,60,110,40,"wifi",170,35,15,"no-frills","car"
1115,250,45,390,25,20,90,50,40,"wifi",155,55,20,"no-frills","car"
1116,250,40,300,35,10,80,95,40,"food",155,45,25,"no-frills","rail"
1117,300,45,300,35,5,60,110,50,"no-frills",155,65,20,"food","bus"
1118,275,50,360,20,25,70,110,40,"no-frills",120,75,15,"food","car"
1119,345,30,345,30,15,80,50,50,"no-frills",155,55,10,"wifi","air"
1120,300,50,300,25,5,80,50,50,"wifi",130,75,15,"no-frills","bus"
1121,390,35,390,20,15,50,50,45,"wifi",155,55,15,"food","air"
1122,345,40,390,25,25,60,110,40,"food",130,45,10,"no-frills","rail"
1123,390,30,420,20,25,60,95,55,"wifi",130,55,5,"no-frills","rail"
1124,345,40,390,25,20,50,80,50,"food",140,45,10,"wifi","rail"
1125,300,50,420,15,20,50,110,45,"wifi",130,75,10,"food","car"
1126,345,40,345,35,25,80,80,45,"food",120,45,10,"no-frills","rail"
1127,300,40,390,25,20,60,65,55,"food",170,45,15,"wifi","rail"
1128,345,45,360,30,25,90,95,40,"wifi",120,45,10,"food","rail"
1129,275,50,360,30,15,50,50,50,"wifi",155,45,10,"no-frills","car"
1130,250,35,360,20,5,70,95,40,"food",170,45,25,"wifi","car"
1131,390,30,390,15,10,70,110,40,"no-frills",120,65,25,"food","car"
1132,250,50,330,15,10,70,95,45,"food",140,65,20,"no-frills","bus"
1133,390,30,390,35,10,50,65,55,"no-frills",140,75,10,"food","car"
1134,345,40,360,25,20,90,50,55,"wifi",140,35,5,"food","rail"
1135,250,30,330,35,25,90,80,35,"wifi",140,65,15,"no-frills","bus"
1136,300,35,360,25,25,70,80,45,"no-frills",155,35,15,"wifi","rail"
1137,300,35,390,25,15,80,65,45,"no-frills",155,45,15,"food","rail"
1138,250,50,420,20,15,60,95,45,"no-frills",140,75,10,"food","car"
1139,390,30,420,20,20,50,80,35,"wifi",130,65,25,"no-frills","bus"
1140,390,35,390,35,25,70,110,45,"food",130,35,10,"no-frills","rail"
1141,300,45,330,35,25,90,50,55,"food",120,65,5,"no-frills","air"
1142,300,40,330,25,15,80,50,50,"no-frills",155,35,5,"wifi","car"
1143,390,30,390,35,5,90,80,45,"food",120,55,15,"no-frills","car"
1144,275,40,300,35,10,80,80,40,"no-frills",170,55,25,"wifi","car"
1145,275,50,390,25,15,60,65,50,"food",155,55,15,"wifi","rail"
1146,345,35,360,35,15,50,80,40,"food",120,75,10,"wifi","air"
1147,250,50,300,35,5,50,95,50,"wifi",120,65,10,"no-frills","car"
1148,345,40,345,30,20,60,65,55,"no-frills",155,45,5,"wifi","car"
1149,275,50,360,25,10,70,65,50,"no-frills",120,65,10,"wifi","rail"
1150,300,30,330,35,15,70,95,50,"no-frills",140,75,25,"wifi","car"
1151,390,30,390,30,10,80,80,35,"no-frills",130,65,25,"food","car"
1152,300,40,390,15,5,70,95,50,"wifi",130,75,10,"food","rail"
1153,300,45,390,25,20,70,95,50,"food",120,35,10,"wifi","rail"
1154,275,30,420,20,20,80,95,35,"food",170,35,25,"wifi","rail"
1155,300,40,420,20,5,50,110,50,"wifi",155,65,20,"no-frills","car"
1156,345,35,420,20,25,60,110,45,"wifi",170,35,15,"no-frills","rail"
1157,250,40,360,30,25,60,95,45,"no-frills",170,45,10,"wifi","car"
1158,250,40,420,15,10,50,95,40,"no-frills",155,75,25,"wifi","car"
1159,345,35,390,15,10,90,65,50,"food",155,35,10,"no-frills","rail"
1160,390,35,390,15,5,50,95,40,"wifi",170,35,25,"food","rail"
1161,250,40,390,20,15,90,65,35,"food",170,35,25,"wifi","car"
